Branch Name,Commit Hash,File Name,Method Name,Method Code,Commit Link,Method Code No Comments,Tokens
master,4ab49a186b441db91009d069102a6522aea615cd,DecodePanel.java,changedUpdate,"            public void changedUpdate(DocumentEvent e) {
                resultCharacterChange(e);
            }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"            public void changedUpdate(DocumentEvent e) {
                resultCharacterChange(e);
            }
","['            ', 'public', ' ', 'void', ' ', 'changedUpdate', '(', 'DocumentEvent', ' ', 'e', ')', ' ', '{', '\n', '                ', 'resultCharacterChange', '(', 'e', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,actionPerformed,"        @Override public void actionPerformed(ActionEvent e) {
            editingIdx = tabbedPane.getSelectedIndex();
            tabComponent = tabbedPane.getTabComponentAt(editingIdx);
            tabbedPane.setTabComponentAt(editingIdx, editor);
            isRenameOk = true;
            editor.setVisible(true);
            editor.setText(tabbedPane.getTitleAt(editingIdx));
            editor.selectAll();
            editor.requestFocusInWindow();
            len = editor.getText().length();
            dim = editor.getPreferredSize();
            editor.setMinimumSize(dim);
        }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"        @Override public void actionPerformed(ActionEvent e) {
            editingIdx = tabbedPane.getSelectedIndex();
            tabComponent = tabbedPane.getTabComponentAt(editingIdx);
            tabbedPane.setTabComponentAt(editingIdx, editor);
            isRenameOk = true;
            editor.setVisible(true);
            editor.setText(tabbedPane.getTitleAt(editingIdx));
            editor.selectAll();
            editor.requestFocusInWindow();
            len = editor.getText().length();
            dim = editor.getPreferredSize();
            editor.setMinimumSize(dim);
        }
","['        ', '@Override', ' ', 'public', ' ', 'void', ' ', 'actionPerformed', '(', 'ActionEvent', ' ', 'e', ')', ' ', '{', '\n', '            ', 'editingIdx', ' ', '=', ' ', 'tabbedPane', '.', 'getSelectedIndex', '(', ')', ';', '\n', '            ', 'tabComponent', ' ', '=', ' ', 'tabbedPane', '.', 'getTabComponentAt', '(', 'editingIdx', ')', ';', '\n', '            ', 'tabbedPane', '.', 'setTabComponentAt', '(', 'editingIdx', ',', ' ', 'editor', ')', ';', '\n', '            ', 'isRenameOk', ' ', '=', ' ', 'true', ';', '\n', '            ', 'editor', '.', 'setVisible', '(', 'true', ')', ';', '\n', '            ', 'editor', '.', 'setText', '(', 'tabbedPane', '.', 'getTitleAt', '(', 'editingIdx', ')', ')', ';', '\n', '            ', 'editor', '.', 'selectAll', '(', ')', ';', '\n', '            ', 'editor', '.', 'requestFocusInWindow', '(', ')', ';', '\n', '            ', 'len', ' ', '=', ' ', 'editor', '.', 'getText', '(', ')', '.', 'length', '(', ')', ';', '\n', '            ', 'dim', ' ', '=', ' ', 'editor', '.', 'getPreferredSize', '(', ')', ';', '\n', '            ', 'editor', '.', 'setMinimumSize', '(', 'dim', ')', ';', '\n', '        ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,actionPerformed,"        @Override public void actionPerformed(ActionEvent e) {
            String title = editor.getText().trim();
            if (editingIdx >= 0 && !title.isEmpty()) {
                String oldName = tabbedPane.getTitleAt(editingIdx);
                tabbedPane.setTitleAt(editingIdx, title);
            }
            cancelEditing.actionPerformed(null);
        }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"        @Override public void actionPerformed(ActionEvent e) {
            String title = editor.getText().trim();
            if (editingIdx >= 0 && !title.isEmpty()) {
                String oldName = tabbedPane.getTitleAt(editingIdx);
                tabbedPane.setTitleAt(editingIdx, title);
            }
            cancelEditing.actionPerformed(null);
        }
","['        ', '@Override', ' ', 'public', ' ', 'void', ' ', 'actionPerformed', '(', 'ActionEvent', ' ', 'e', ')', ' ', '{', '\n', '            ', 'String', ' ', 'title', ' ', '=', ' ', 'editor', '.', 'getText', '(', ')', '.', 'trim', '(', ')', ';', '\n', '            ', 'if', ' ', '(', 'editingIdx', ' ', '>', '=', ' ', '0', ' ', '&', '&', ' ', '!', 'title', '.', 'isEmpty', '(', ')', ')', ' ', '{', '\n', '                ', 'String', ' ', 'oldName', ' ', '=', ' ', 'tabbedPane', '.', 'getTitleAt', '(', 'editingIdx', ')', ';', '\n', '                ', 'tabbedPane', '.', 'setTitleAt', '(', 'editingIdx', ',', ' ', 'title', ')', ';', '\n', '            ', '}', '\n', '            ', 'cancelEditing', '.', 'actionPerformed', '(', 'null', ')', ';', '\n', '        ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,actionPerformed,"        @Override public void actionPerformed(ActionEvent e) {
            if (editingIdx >= 0) {
                tabbedPane.setTabComponentAt(editingIdx, tabComponent);",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"        @Override public void actionPerformed(ActionEvent e) {
            if (editingIdx >= 0) {
                tabbedPane.setTabComponentAt(editingIdx, tabComponent);
","['        ', '@Override', ' ', 'public', ' ', 'void', ' ', 'actionPerformed', '(', 'ActionEvent', ' ', 'e', ')', ' ', '{', '\n', '            ', 'if', ' ', '(', 'editingIdx', ' ', '>', '=', ' ', '0', ')', ' ', '{', '\n', '                ', 'tabbedPane', '.', 'setTabComponentAt', '(', 'editingIdx', ',', ' ', 'tabComponent', ')', ';', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,focusLost,"            @Override public void focusLost(FocusEvent e) {
                renameTabTitle.actionPerformed(null);
            }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"            @Override public void focusLost(FocusEvent e) {
                renameTabTitle.actionPerformed(null);
            }
","['            ', '@Override', ' ', 'public', ' ', 'void', ' ', 'focusLost', '(', 'FocusEvent', ' ', 'e', ')', ' ', '{', '\n', '                ', 'renameTabTitle', '.', 'actionPerformed', '(', 'null', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,newTab,"    public void newTab(){
        Object[][] data = new Object[][]{{false, ""New Name"", ""(New Regex)"", ""gray"", ""any"", ""nfa""}};
        insertTab(tabbedPane);
    }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"    public void newTab(){
        Object[][] data = new Object[][]{{false, ""New Name"", ""(New Regex)"", ""gray"", ""any"", ""nfa""}};
        insertTab(tabbedPane);
    }
","['    ', 'public', ' ', 'void', ' ', 'newTab', '(', ')', '{', '\n', '        ', 'Object', '[', ']', '[', ']', ' ', 'data', ' ', '=', ' ', 'new', ' ', 'Object', '[', ']', '[', ']', '{', '{', 'false', ',', ' ', '""', 'New Name', '""', ',', ' ', '""', '(New Regex)', '""', ',', ' ', '""', 'gray', '""', ',', ' ', '""', 'any', '""', ',', ' ', '""', 'nfa', '""', '}', '}', ';', '\n', '        ', 'insertTab', '(', 'tabbedPane', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,insertTab,"    public void insertTab(JTabbedPane pane){
        pane.addTab(String.valueOf(pane.getTabCount()),new DecodePanel());
        pane.remove(pane.getSelectedIndex());
        pane.addTab(""..."",new JLabel());
    }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"    public void insertTab(JTabbedPane pane){
        pane.addTab(String.valueOf(pane.getTabCount()),new DecodePanel());
        pane.remove(pane.getSelectedIndex());
        pane.addTab(""..."",new JLabel());
    }
","['    ', 'public', ' ', 'void', ' ', 'insertTab', '(', 'JTabbedPane', ' ', 'pane', ')', '{', '\n', '        ', 'pane', '.', 'addTab', '(', 'String', '.', 'valueOf', '(', 'pane', '.', 'getTabCount', '(', ')', ')', ',', 'new', ' ', 'DecodePanel', '(', ')', ')', ';', '\n', '        ', 'pane', '.', 'remove', '(', 'pane', '.', 'getSelectedIndex', '(', ')', ')', ';', '\n', '        ', 'pane', '.', 'addTab', '(', '""', '...', '""', ',', 'new', ' ', 'JLabel', '(', ')', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,MainUi.java,updateTabSize,"    protected void updateTabSize() {
        editor.setPreferredSize(editor.getText().length() > len ? null : dim);
        tabbedPane.revalidate();
    }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"    protected void updateTabSize() {
        editor.setPreferredSize(editor.getText().length() > len ? null : dim);
        tabbedPane.revalidate();
    }
","['    ', 'protected', ' ', 'void', ' ', 'updateTabSize', '(', ')', ' ', '{', '\n', '        ', 'editor', '.', 'setPreferredSize', '(', 'editor', '.', 'getText', '(', ')', '.', 'length', '(', ')', ' ', '>', ' ', 'len', ' ', '?', ' ', 'null', ' ', ':', ' ', 'dim', ')', ';', '\n', '        ', 'tabbedPane', '.', 'revalidate', '(', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,PluginsConfig.java,removePluginActionPerformed,"    private void removePluginActionPerformed(ActionEvent e) {
        // TODO add your code here
        PluginsJson json = new PluginsJson();
        String t = pluginsList.getSelectedValue().toString();
        Map<String,Object> plugin = json.search(t);
        json.removePlugin(plugin);
        name.remove(t);
        pluginsList.setListData(name);
    }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"    private void removePluginActionPerformed(ActionEvent e) {
        
        PluginsJson json = new PluginsJson();
        String t = pluginsList.getSelectedValue().toString();
        Map<String,Object> plugin = json.search(t);
        json.removePlugin(plugin);
        name.remove(t);
        pluginsList.setListData(name);
    }
","['    ', 'private', ' ', 'void', ' ', 'removePluginActionPerformed', '(', 'ActionEvent', ' ', 'e', ')', ' ', '{', '\n', '        ', '\n', '        ', 'PluginsJson', ' ', 'json', ' ', '=', ' ', 'new', ' ', 'PluginsJson', '(', ')', ';', '\n', '        ', 'String', ' ', 't', ' ', '=', ' ', 'pluginsList', '.', 'getSelectedValue', '(', ')', '.', 'toString', '(', ')', ';', '\n', '        ', 'Map', '<', 'String', ',', 'Object', '>', ' ', 'plugin', ' ', '=', ' ', 'json', '.', 'search', '(', 't', ')', ';', '\n', '        ', 'json', '.', 'removePlugin', '(', 'plugin', ')', ';', '\n', '        ', 'name', '.', 'remove', '(', 't', ')', ';', '\n', '        ', 'pluginsList', '.', 'setListData', '(', 'name', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,PluginsConfig.java,addPluginActionPerformed,"    private void addPluginActionPerformed(ActionEvent e) {
        // TODO add your code here
        PluginsJson json = new PluginsJson();
        ArrayList<Map<String,Object>> plugins = json.parseJson();
        JFileChooser selectFile = new JFileChooser();
        selectFile.setFileSelectionMode(JFileChooser.FILES_ONLY);
        FileNameExtensionFilter filter = new FileNameExtensionFilter(""Plugin File (.py)"",""py"");
        selectFile.setFileFilter(filter);
        int selectFrame = selectFile.showDialog(new JLabel(),""Select"");
        if (selectFrame == JFileChooser.APPROVE_OPTION){
            String pluginPath = selectFile.getSelectedFile().toString();",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"    private void addPluginActionPerformed(ActionEvent e) {
        
        PluginsJson json = new PluginsJson();
        ArrayList<Map<String,Object>> plugins = json.parseJson();
        JFileChooser selectFile = new JFileChooser();
        selectFile.setFileSelectionMode(JFileChooser.FILES_ONLY);
        FileNameExtensionFilter filter = new FileNameExtensionFilter(""Plugin File (.py)"",""py"");
        selectFile.setFileFilter(filter);
        int selectFrame = selectFile.showDialog(new JLabel(),""Select"");
        if (selectFrame == JFileChooser.APPROVE_OPTION){
            String pluginPath = selectFile.getSelectedFile().toString();
","['    ', 'private', ' ', 'void', ' ', 'addPluginActionPerformed', '(', 'ActionEvent', ' ', 'e', ')', ' ', '{', '\n', '        ', '\n', '        ', 'PluginsJson', ' ', 'json', ' ', '=', ' ', 'new', ' ', 'PluginsJson', '(', ')', ';', '\n', '        ', 'ArrayList', '<', 'Map', '<', 'String', ',', 'Object', '>', '>', ' ', 'plugins', ' ', '=', ' ', 'json', '.', 'parseJson', '(', ')', ';', '\n', '        ', 'JFileChooser', ' ', 'selectFile', ' ', '=', ' ', 'new', ' ', 'JFileChooser', '(', ')', ';', '\n', '        ', 'selectFile', '.', 'setFileSelectionMode', '(', 'JFileChooser', '.', 'FILES_ONLY', ')', ';', '\n', '        ', 'FileNameExtensionFilter', ' ', 'filter', ' ', '=', ' ', 'new', ' ', 'FileNameExtensionFilter', '(', '""', 'Plugin File (.py)', '""', ',', '""', 'py', '""', ')', ';', '\n', '        ', 'selectFile', '.', 'setFileFilter', '(', 'filter', ')', ';', '\n', '        ', 'int', ' ', 'selectFrame', ' ', '=', ' ', 'selectFile', '.', 'showDialog', '(', 'new', ' ', 'JLabel', '(', ')', ',', '""', 'Select', '""', ')', ';', '\n', '        ', 'if', ' ', '(', 'selectFrame', ' ', '=', '=', ' ', 'JFileChooser', '.', 'APPROVE_OPTION', ')', '{', '\n', '            ', 'String', ' ', 'pluginPath', ' ', '=', ' ', 'selectFile', '.', 'getSelectedFile', '(', ')', '.', 'toString', '(', ')', ';', '\n', '<END>']"
master,4ab49a186b441db91009d069102a6522aea615cd,PluginsConfig.java,mouseClicked,"                public void mouseClicked(MouseEvent e) {
                    pluginsListMouseClicked(e);
                }",https://www.github.com/0chencc/ctfcracktools/commit/4ab49a186b441db91009d069102a6522aea615cd,"                public void mouseClicked(MouseEvent e) {
                    pluginsListMouseClicked(e);
                }
","['                ', 'public', ' ', 'void', ' ', 'mouseClicked', '(', 'MouseEvent', ' ', 'e', ')', ' ', '{', '\n', '                    ', 'pluginsListMouseClicked', '(', 'e', ')', ';', '\n', '                ', '}', '\n', '<END>']"
