Branch Name,Commit Hash,File Name,Method Name,Method Code,Commit Link,Method Code No Comments,Tokens
master,3eaebc03428eef8a3d1c4c7a354d10f3494364e5,ReactButton.java,onLongClick,"            public boolean onLongClick(View view) {
                //Library OnClick Code
                onLongClickDialog();
                //Developer Current Code
                currentLongClick.onLongClick(view);
                return true;
            }",https://www.github.com/amrdeveloper/reactbutton/commit/3eaebc03428eef8a3d1c4c7a354d10f3494364e5,"            public boolean onLongClick(View view) {
                
                onLongClickDialog();
                
                currentLongClick.onLongClick(view);
                return true;
            }
","['            ', 'public', ' ', 'boolean', ' ', 'onLongClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '                ', '\n', '                ', 'onLongClickDialog', '(', ')', ';', '\n', '                ', '\n', '                ', 'currentLongClick', '.', 'onLongClick', '(', 'view', ')', ';', '\n', '                ', 'return', ' ', 'true', ';', '\n', '            ', '}', '\n', '<END>']"
master,84a77b0b8a26953bec8e9e1cff36d407bad14985,ReactButton.java,onClick,"    public void onClick(View view) {
        //The Library OnClick
        onClickLikeAndDisLike();
        //If User Set OnClick Using it After Native Library OnClick
        if(onClickListener != null){
            onClickListener.onClick(view);",https://www.github.com/amrdeveloper/reactbutton/commit/84a77b0b8a26953bec8e9e1cff36d407bad14985,"    public void onClick(View view) {
        
        onClickLikeAndDisLike();
        
        if(onClickListener != null){
            onClickListener.onClick(view);
","['    ', 'public', ' ', 'void', ' ', 'onClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '        ', '\n', '        ', 'onClickLikeAndDisLike', '(', ')', ';', '\n', '        ', '\n', '        ', 'if', '(', 'onClickListener', ' ', '!', '=', ' ', 'null', ')', '{', '\n', '            ', 'onClickListener', '.', 'onClick', '(', 'view', ')', ';', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,onClickLikeAndDisLike,"    private void onClickLikeAndDisLike(){
        //Code When User Click On Button
        //If State is true , dislike The Button And Return To Default State
        if(reactState){
            reactButtonDefaultState();",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void onClickLikeAndDisLike(){
        
        
        if(reactState){
            reactButtonDefaultState();
","['    ', 'private', ' ', 'void', ' ', 'onClickLikeAndDisLike', '(', ')', '{', '\n', '        ', '\n', '        ', '\n', '        ', 'if', '(', 'reactState', ')', '{', '\n', '            ', 'reactButtonDefaultState', '(', ')', ';', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,onClick,"            public void onClick(View view) {
                reactButtonLikeState();
                alertDialog.dismiss();
            }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"            public void onClick(View view) {
                reactButtonLikeState();
                alertDialog.dismiss();
            }
","['            ', 'public', ' ', 'void', ' ', 'onClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '                ', 'reactButtonLikeState', '(', ')', ';', '\n', '                ', 'alertDialog', '.', 'dismiss', '(', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,onClick,"            public void onClick(View view) {
                reactButtonLoveState();
                alertDialog.dismiss();
            }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"            public void onClick(View view) {
                reactButtonLoveState();
                alertDialog.dismiss();
            }
","['            ', 'public', ' ', 'void', ' ', 'onClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '                ', 'reactButtonLoveState', '(', ')', ';', '\n', '                ', 'alertDialog', '.', 'dismiss', '(', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,onClick,"            public void onClick(View view) {
                reactButtonWowState();
                alertDialog.dismiss();
            }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"            public void onClick(View view) {
                reactButtonWowState();
                alertDialog.dismiss();
            }
","['            ', 'public', ' ', 'void', ' ', 'onClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '                ', 'reactButtonWowState', '(', ')', ';', '\n', '                ', 'alertDialog', '.', 'dismiss', '(', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,onClick,"            public void onClick(View view) {
                reactButtonSadState();
                alertDialog.dismiss();
            }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"            public void onClick(View view) {
                reactButtonSadState();
                alertDialog.dismiss();
            }
","['            ', 'public', ' ', 'void', ' ', 'onClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '                ', 'reactButtonSadState', '(', ')', ';', '\n', '                ', 'alertDialog', '.', 'dismiss', '(', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,onClick,"            public void onClick(View view) {
                reactButtonAngryState();
                alertDialog.dismiss();
            }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"            public void onClick(View view) {
                reactButtonAngryState();
                alertDialog.dismiss();
            }
","['            ', 'public', ' ', 'void', ' ', 'onClick', '(', 'View', ' ', 'view', ')', ' ', '{', '\n', '                ', 'reactButtonAngryState', '(', ')', ';', '\n', '                ', 'alertDialog', '.', 'dismiss', '(', ')', ';', '\n', '            ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonDefaultState,"    private void reactButtonDefaultState(){
        reactState = false;
        emojiType = DEFAULT;
        reactButton.setText(LIKE);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.DEFAULT));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_default,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonDefaultState(){
        reactState = false;
        emojiType = DEFAULT;
        reactButton.setText(LIKE);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.DEFAULT));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_default,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonDefaultState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'false', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'DEFAULT', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'LIKE', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'DEFAULT', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_default', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonLikeState,"    private void reactButtonLikeState(){
        reactState = true;
        emojiType = LIKE;
        reactButton.setText(LIKE);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.BLUE));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_like,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonLikeState(){
        reactState = true;
        emojiType = LIKE;
        reactButton.setText(LIKE);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.BLUE));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_like,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonLikeState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'true', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'LIKE', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'LIKE', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'BLUE', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_like', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonLoveState,"    private void reactButtonLoveState(){
        reactState = true;
        emojiType = LOVE;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.RED_LOVE));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_love,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonLoveState(){
        reactState = true;
        emojiType = LOVE;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.RED_LOVE));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_love,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonLoveState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'true', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'LOVE', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'emojiType', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'RED_LOVE', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_love', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonSmileState,"    private void reactButtonSmileState(){
        reactState = true;
        emojiType = SMILE;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.YELLOW_HAHA));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_haha,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonSmileState(){
        reactState = true;
        emojiType = SMILE;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.YELLOW_HAHA));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_haha,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonSmileState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'true', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'SMILE', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'emojiType', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'YELLOW_HAHA', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_haha', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonWowState,"    private void reactButtonWowState(){
        reactState = true;
        emojiType = WOW;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.YELLOW_WOW));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_wow,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonWowState(){
        reactState = true;
        emojiType = WOW;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.YELLOW_WOW));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_wow,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonWowState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'true', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'WOW', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'emojiType', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'YELLOW_WOW', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_wow', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonSadState,"    private void reactButtonSadState(){
        reactState = true;
        emojiType = SAD;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.YELLOW_HAHA));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_sad,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonSadState(){
        reactState = true;
        emojiType = SAD;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.YELLOW_HAHA));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_sad,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonSadState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'true', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'SAD', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'emojiType', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'YELLOW_HAHA', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_sad', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,aff1b28d694b3145457b08a08d750fb0b8acc582,ReactButton.java,reactButtonAngryState,"    private void reactButtonAngryState(){
        reactState = true;
        emojiType = ANGRY;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.RED_ANGRY));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_angry,0,0,0);
    }",https://www.github.com/amrdeveloper/reactbutton/commit/aff1b28d694b3145457b08a08d750fb0b8acc582,"    private void reactButtonAngryState(){
        reactState = true;
        emojiType = ANGRY;
        reactButton.setText(emojiType);
        reactButton.setTextColor(ReactConstance.getColor(ReactConstance.RED_ANGRY));
        reactButton.setCompoundDrawablesWithIntrinsicBounds(R.mipmap.reactbutton_angry,0,0,0);
    }
","['    ', 'private', ' ', 'void', ' ', 'reactButtonAngryState', '(', ')', '{', '\n', '        ', 'reactState', ' ', '=', ' ', 'true', ';', '\n', '        ', 'emojiType', ' ', '=', ' ', 'ANGRY', ';', '\n', '        ', 'reactButton', '.', 'setText', '(', 'emojiType', ')', ';', '\n', '        ', 'reactButton', '.', 'setTextColor', '(', 'ReactConstance', '.', 'getColor', '(', 'ReactConstance', '.', 'RED_ANGRY', ')', ')', ';', '\n', '        ', 'reactButton', '.', 'setCompoundDrawablesWithIntrinsicBounds', '(', 'R', '.', 'mipmap', '.', 'reactbutton_angry', ',', '0', ',', '0', ',', '0', ')', ';', '\n', '    ', '}', '\n', '<END>']"
master,26098d2af453f8222b3688c6f24970558365eb1a,ReactButton.java,onClickLikeAndDisLike,"    private void onClickLikeAndDisLike() {
        //Code When User Click On Button
        //If State is true , dislike The Button And Return To Default State
        if (reactState) {
            reactButtonDefaultState();",https://www.github.com/amrdeveloper/reactbutton/commit/26098d2af453f8222b3688c6f24970558365eb1a,"    private void onClickLikeAndDisLike() {
        
        
        if (reactState) {
            reactButtonDefaultState();
","['    ', 'private', ' ', 'void', ' ', 'onClickLikeAndDisLike', '(', ')', ' ', '{', '\n', '        ', '\n', '        ', '\n', '        ', 'if', ' ', '(', 'reactState', ')', ' ', '{', '\n', '            ', 'reactButtonDefaultState', '(', ')', ';', '\n', '<END>']"
