Branch Name,Commit Hash,File Name,Method Name,Method Code,Commit Link,Method Code No Comments,Tokens
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,InternalAccessor.java,getIntArray,"    public static int[] getIntArray(Context context, @NonNull String resName) throws ResourceNotFoundException {
        try {
            return context.getResources().getIntArray(getResourceId(""array"", resName));
        } catch (ClassNotFoundException e) {}
        return null;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public static int[] getIntArray(Context context, @NonNull String resName) throws ResourceNotFoundException {
        try {
            return context.getResources().getIntArray(getResourceId(""array"", resName));
        } catch (ClassNotFoundException e) {}
        return null;
    }
","['    ', 'public', ' ', 'static', ' ', 'int', '[', ']', ' ', 'getIntArray', '(', 'Context', ' ', 'context', ',', ' ', '@NonNull', ' ', 'String', ' ', 'resName', ')', ' ', 'throws', ' ', 'ResourceNotFoundException', ' ', '{', '\n', '        ', 'try', ' ', '{', '\n', '            ', 'return', ' ', 'context', '.', 'getResources', '(', ')', '.', 'getIntArray', '(', 'getResourceId', '(', '""', 'array', '""', ',', ' ', 'resName', ')', ')', ';', '\n', '        ', '}', ' ', 'catch', ' ', '(', 'ClassNotFoundException', ' ', 'e', ')', ' ', '{', '}', '\n', '        ', 'return', ' ', 'null', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,InternalAccessor.java,getString,"    public static String getString(Context context, @NonNull String resName) throws ResourceNotFoundException {
        try {
            return context.getString(getResourceId(""string"", resName));
        } catch (ClassNotFoundException e) {}
        return null;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public static String getString(Context context, @NonNull String resName) throws ResourceNotFoundException {
        try {
            return context.getString(getResourceId(""string"", resName));
        } catch (ClassNotFoundException e) {}
        return null;
    }
","['    ', 'public', ' ', 'static', ' ', 'String', ' ', 'getString', '(', 'Context', ' ', 'context', ',', ' ', '@NonNull', ' ', 'String', ' ', 'resName', ')', ' ', 'throws', ' ', 'ResourceNotFoundException', ' ', '{', '\n', '        ', 'try', ' ', '{', '\n', '            ', 'return', ' ', 'context', '.', 'getString', '(', 'getResourceId', '(', '""', 'string', '""', ',', ' ', 'resName', ')', ')', ';', '\n', '        ', '}', ' ', 'catch', ' ', '(', 'ClassNotFoundException', ' ', 'e', ')', ' ', '{', '}', '\n', '        ', 'return', ' ', 'null', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,InternalAccessor.java,getXml,"    public static XmlResourceParser getXml(Context context, @NonNull String resName) throws ResourceNotFoundException {
        try {
            return context.getResources().getXml(getResourceId(""xml"", resName));
        } catch (ClassNotFoundException e) {}
        return null;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public static XmlResourceParser getXml(Context context, @NonNull String resName) throws ResourceNotFoundException {
        try {
            return context.getResources().getXml(getResourceId(""xml"", resName));
        } catch (ClassNotFoundException e) {}
        return null;
    }
","['    ', 'public', ' ', 'static', ' ', 'XmlResourceParser', ' ', 'getXml', '(', 'Context', ' ', 'context', ',', ' ', '@NonNull', ' ', 'String', ' ', 'resName', ')', ' ', 'throws', ' ', 'ResourceNotFoundException', ' ', '{', '\n', '        ', 'try', ' ', '{', '\n', '            ', 'return', ' ', 'context', '.', 'getResources', '(', ')', '.', 'getXml', '(', 'getResourceId', '(', '""', 'xml', '""', ',', ' ', 'resName', ')', ')', ';', '\n', '        ', '}', ' ', 'catch', ' ', '(', 'ClassNotFoundException', ' ', 'e', ')', ' ', '{', '}', '\n', '        ', 'return', ' ', 'null', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,InternalAccessor.java,errorMessage,"    private static String errorMessage(String type, String resIdName){
        return ""Resource '""+type+""' is not found for '""+resIdName+
                ""', or this resource currently is not available for API ""+ Build.VERSION.SDK_INT;",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    private static String errorMessage(String type, String resIdName){
        return ""Resource '""+type+""' is not found for '""+resIdName+
                ""', or this resource currently is not available for API ""+ Build.VERSION.SDK_INT;
","['    ', 'private', ' ', 'static', ' ', 'String', ' ', 'errorMessage', '(', 'String', ' ', 'type', ',', ' ', 'String', ' ', 'resIdName', ')', '{', '\n', '        ', 'return', ' ', '""', ""Resource '"", '""', '+', 'type', '+', '""', ""' is not found for '"", '""', '+', 'resIdName', '+', '\n', '                ', '""', ""', or this resource currently is not available for API "", '""', '+', ' ', 'Build', '.', 'VERSION', '.', 'SDK_INT', ';', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putResourceId,"    public ResourcesHolder putResourceId(String key, int resId){
        ints.put(""id_"" + key, resId);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putResourceId(String key, int resId){
        ints.put(""id_"" + key, resId);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putResourceId', '(', 'String', ' ', 'key', ',', ' ', 'int', ' ', 'resId', ')', '{', '\n', '        ', 'ints', '.', 'put', '(', '""', 'id_', '""', ' ', '+', ' ', 'key', ',', ' ', 'resId', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putAnim,"    public ResourcesHolder putAnim(String key, XmlResourceParser anim){
        xpps.put(""anim_""+key, anim);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putAnim(String key, XmlResourceParser anim){
        xpps.put(""anim_""+key, anim);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putAnim', '(', 'String', ' ', 'key', ',', ' ', 'XmlResourceParser', ' ', 'anim', ')', '{', '\n', '        ', 'xpps', '.', 'put', '(', '""', 'anim_', '""', '+', 'key', ',', ' ', 'anim', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putIntArray,"    public ResourcesHolder putIntArray(String key, int[] array){
        arrayInt.put(key, array);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putIntArray(String key, int[] array){
        arrayInt.put(key, array);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putIntArray', '(', 'String', ' ', 'key', ',', ' ', 'int', '[', ']', ' ', 'array', ')', '{', '\n', '        ', 'arrayInt', '.', 'put', '(', 'key', ',', ' ', 'array', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putStringArray,"    public ResourcesHolder putStringArray(String key, String[] array){
        arrayString.put(key, array);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putStringArray(String key, String[] array){
        arrayString.put(key, array);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putStringArray', '(', 'String', ' ', 'key', ',', ' ', 'String', '[', ']', ' ', 'array', ')', '{', '\n', '        ', 'arrayString', '.', 'put', '(', 'key', ',', ' ', 'array', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putBoolean,"    public ResourcesHolder putBoolean(String key, boolean bool){
        bools.put(key, bool);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putBoolean(String key, boolean bool){
        bools.put(key, bool);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putBoolean', '(', 'String', ' ', 'key', ',', ' ', 'boolean', ' ', 'bool', ')', '{', '\n', '        ', 'bools', '.', 'put', '(', 'key', ',', ' ', 'bool', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putColor,"    public ResourcesHolder putColor(String key, int color){
        ints.put(""color_""+key, color);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putColor(String key, int color){
        ints.put(""color_""+key, color);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putColor', '(', 'String', ' ', 'key', ',', ' ', 'int', ' ', 'color', ')', '{', '\n', '        ', 'ints', '.', 'put', '(', '""', 'color_', '""', '+', 'key', ',', ' ', 'color', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putDimension,"    public ResourcesHolder putDimension(String key, float dimen){
        floats.put(""dimen_""+key, dimen);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putDimension(String key, float dimen){
        floats.put(""dimen_""+key, dimen);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putDimension', '(', 'String', ' ', 'key', ',', ' ', 'float', ' ', 'dimen', ')', '{', '\n', '        ', 'floats', '.', 'put', '(', '""', 'dimen_', '""', '+', 'key', ',', ' ', 'dimen', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putDrawable,"    public ResourcesHolder putDrawable(String key, Drawable drawable){
        drawables.put(""drawable_""+key, drawable);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putDrawable(String key, Drawable drawable){
        drawables.put(""drawable_""+key, drawable);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putDrawable', '(', 'String', ' ', 'key', ',', ' ', 'Drawable', ' ', 'drawable', ')', '{', '\n', '        ', 'drawables', '.', 'put', '(', '""', 'drawable_', '""', '+', 'key', ',', ' ', 'drawable', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putFloat,"    public ResourcesHolder putFloat(String key, float value){
        floats.put(""float_""+key, value);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putFloat(String key, float value){
        floats.put(""float_""+key, value);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putFloat', '(', 'String', ' ', 'key', ',', ' ', 'float', ' ', 'value', ')', '{', '\n', '        ', 'floats', '.', 'put', '(', '""', 'float_', '""', '+', 'key', ',', ' ', 'value', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putFraction,"    public ResourcesHolder putFraction(String key, float fraction){
        floats.put(""fraction_""+key, fraction);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putFraction(String key, float fraction){
        floats.put(""fraction_""+key, fraction);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putFraction', '(', 'String', ' ', 'key', ',', ' ', 'float', ' ', 'fraction', ')', '{', '\n', '        ', 'floats', '.', 'put', '(', '""', 'fraction_', '""', '+', 'key', ',', ' ', 'fraction', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putInt,"    public ResourcesHolder putInt(String key, int value){
        ints.put(""int_""+key, value);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putInt(String key, int value){
        ints.put(""int_""+key, value);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putInt', '(', 'String', ' ', 'key', ',', ' ', 'int', ' ', 'value', ')', '{', '\n', '        ', 'ints', '.', 'put', '(', '""', 'int_', '""', '+', 'key', ',', ' ', 'value', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putLayout,"    public ResourcesHolder putLayout(String key, XmlResourceParser layout){
        xpps.put(""layout_""+key, layout);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putLayout(String key, XmlResourceParser layout){
        xpps.put(""layout_""+key, layout);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putLayout', '(', 'String', ' ', 'key', ',', ' ', 'XmlResourceParser', ' ', 'layout', ')', '{', '\n', '        ', 'xpps', '.', 'put', '(', '""', 'layout_', '""', '+', 'key', ',', ' ', 'layout', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putMenu,"    public ResourcesHolder putMenu(String key, XmlResourceParser menu){
        xpps.put(""menu_""+key, menu);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putMenu(String key, XmlResourceParser menu){
        xpps.put(""menu_""+key, menu);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putMenu', '(', 'String', ' ', 'key', ',', ' ', 'XmlResourceParser', ' ', 'menu', ')', '{', '\n', '        ', 'xpps', '.', 'put', '(', '""', 'menu_', '""', '+', 'key', ',', ' ', 'menu', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putMipmap,"    public ResourcesHolder putMipmap(String key, Drawable mipmap){
        drawables.put(""mipmap_""+key, mipmap);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putMipmap(String key, Drawable mipmap){
        drawables.put(""mipmap_""+key, mipmap);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putMipmap', '(', 'String', ' ', 'key', ',', ' ', 'Drawable', ' ', 'mipmap', ')', '{', '\n', '        ', 'drawables', '.', 'put', '(', '""', 'mipmap_', '""', '+', 'key', ',', ' ', 'mipmap', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
master,165fcf585d1ec29d19d86a75f8e3695675ad5735,ResourcesHolder.java,putRaw,"    public ResourcesHolder putRaw(String key, InputStream raw){
        streams.put(key, raw);
        return this;
    }",https://www.github.com/anggrayudi/android-hidden-api/commit/165fcf585d1ec29d19d86a75f8e3695675ad5735,"    public ResourcesHolder putRaw(String key, InputStream raw){
        streams.put(key, raw);
        return this;
    }
","['    ', 'public', ' ', 'ResourcesHolder', ' ', 'putRaw', '(', 'String', ' ', 'key', ',', ' ', 'InputStream', ' ', 'raw', ')', '{', '\n', '        ', 'streams', '.', 'put', '(', 'key', ',', ' ', 'raw', ')', ';', '\n', '        ', 'return', ' ', 'this', ';', '\n', '    ', '}', '\n', '<END>']"
